###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2020-05-02 using:
#     -NewRisingSun's NES 2.0 header database (2020-04-26)
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22) 
# 
# Fields: CRC, System, Board, PCB, Chip, Mapper, PrgRomSize, ChrRomSize, ChrRamSize, WorkRamSize, SaveRamSize, Battery, Mirroring, Controller Type, Bus Conflicts, SubMapper, VsSystemType, PpuModel
#
###################################################################################
81210F63,NesPal,,,,0,16,8,0,0,0,0,h,1,,0,,
81241DEC,NesNtsc,,,,4,128,128,0,8,0,0,h,1,,0,,
81293104,NesNtsc,,,,1,256,0,8,0,8,1,h,1,,0,,
812BED77,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
812C9F47,NesNtsc,,,,52,512,512,0,8,0,0,h,1,,0,,
81348220,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
81389607,NesNtsc,NES-NROM-256,NES-NROM-256-04,,0,32,8,0,0,0,0,h,1,,0,,
814E984A,NesNtsc,,,,90,256,256,0,0,0,0,h,1,,0,,
816AD178,NesNtsc,NES-TKEPROM,NES-TKEPROM-01,MMC3A,4,128,128,0,0,0,0,h,1,,0,,
817431EC,NesNtsc,KONAMI-UNROM,351320,,2,128,0,8,0,0,0,v,1,,2,,
8185FFD0,NesNtsc,,,,1,128,0,8,0,32,1,h,1,,0,,
8192D2E7,NesNtsc,NES-SGROM,NES-SGROM-02,MMC1,1,256,0,8,0,0,0,h,1,,0,,
8199EA40,NesNtsc,,,,214,64,32,0,0,0,0,v,42,,0,,
81A2CC4A,NesNtsc,,,,4,32,0,8,0,0,0,h,1,,0,,
81A37827,Dendy,,,,241,512,0,8,0,0,0,h,1,,0,,
81A5EB65,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
81AF4AF9,NesPal,NES-UNROM,NES-UNROM-09,,2,128,0,8,0,0,0,h,1,,2,,
81B2A3CD,NesPal,NES-TKEPROM,NES-TKEPROM-02,MMC3B,4,128,128,0,8,0,0,h,1,,0,,
81B7F1A8,Famicom,NAMCOT-175,60-19,175,210,128,128,0,0,0,0,v,1,,1,,
81C88C71,NesNtsc,,,,132,32,32,0,0,0,0,v,1,,0,,
81D79B80,Dendy,,,,178,512,0,8,0,8,1,h,1,,0,,
81ECDA0D,NesNtsc,AVE-NINA-07,NINA-07,,11,128,0,8,0,0,0,v,1,,0,,
81F0A136,Dendy,,,,195,512,256,4,4,8,1,h,1,,0,,
81F31409,Famicom,,,,4,256,128,,0,0,0,,,,,,
8203662F,NesNtsc,,,,358,512,1024,0,0,0,0,h,1,,0,,
8209BA79,Dendy,,,,164,512,0,8,0,0,1,h,1,,1,,
820C36D3,NesNtsc,,,,45,512,512,0,0,0,0,h,1,,0,,
821A98F4,NesNtsc,,,,1,512,0,8,0,0,0,h,42,,0,,
821F2F9F,Famicom,HVC-SKROM,HVC-SKROM-05,,1,128,128,0,0,8,1,h,1,,0,,
821FEB7A,Famicom,SUNSOFT-NROM-128,57-A1,,0,16,8,0,0,0,0,v,1,,0,,
822DA381,NesNtsc,,,,285,512,0,8,0,0,0,h,1,,1,,
822F17EB,Famicom,,,,1,128,128,0,0,0,0,h,1,,0,,
823AFD95,Famicom,,,,2,128,,8,0,0,0,h,,,,,
82565E4F,NesNtsc,,,,45,1024,2048,0,0,0,0,h,1,,0,,
82605520,Dendy,,,,4,256,256,0,0,8,1,h,1,,0,,
8264EA52,Dendy,,,,176,256,256,0,0,32,1,h,1,,0,,
8281C50F,NesNtsc,,,,23,128,128,0,8,0,0,h,1,,2,,
828F8F1F,Famicom,HVC-SKROM,HVC-SKROM-01,MMC1A,1,128,128,0,8,0,0,h,1,,0,,
8293803A,NesPal,NES-UNROM,NES-UNROM-10,,2,128,0,8,0,0,0,v,1,,2,,
82AFA828,NesNtsc,NES-SLROM,NES-SLROM-04,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
82B908B2,NesNtsc,,,,63,3072,0,8,0,0,0,h,42,,0,,
82B9BBA7,Famicom,,,,4,256,256,,0,0,0,,,,,,
82BE4724,NesNtsc,NES-UNROM,NES-UN-ROM-04,,2,128,0,8,0,0,0,h,1,,2,,
82D7D62B,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
82EEAE47,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
82F1FB96,Dendy,,,,166,128,,8,8,0,0,v,38,,,,
82F204AE,Dendy,,,,163,2048,0,8,0,8,1,h,1,,0,,
82FD0204,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
83000991,NesPal,NES-UNROM,NES-UNROM-09,,2,128,0,8,0,0,0,h,1,,2,,
8308FED7,Famicom,HVC-SLROM,HVC-SLROM-02,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
830BCF70,Dendy,,,,268,1024,0,8,0,8,1,h,1,,1,,
831E6E0E,Famicom,,,,4,128,128,0,0,0,0,h,1,,0,,
831F9C1A,NesNtsc,AVE-MB-91,MB-91«E»,,79,32,64,0,0,0,0,h,1,,0,,
8324A464,Famicom,HVC-UNROM,HVC-UNROM-08,,2,128,0,8,0,0,0,v,1,,2,,
832CF592,VsSystem,NES-TR1ROM,,,206,128,64,0,2,0,0,4,7,,0,0,2
833458EF,Famicom,,,,0,32,8,,0,0,0,v,,,,,
8337E123,VsSystem,,,,206,64,32,0,2,0,0,4,5,,0,1,2
833C98CB,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
83431081,Famicom,,,,2,128,,8,0,0,0,h,,,,,
835DCBAE,NesNtsc,,,,196,128,128,0,0,0,0,h,1,,0,,
836685C4,NesPal,NES-SFROM,NES-SFROM-04,MMC1B3,1,128,32,0,0,0,0,h,1,,0,,
8366CF72,NesNtsc,NES-UNEPROM,NES-UNEPROM-01,,2,128,0,8,0,0,0,v,1,,2,,
836BDADD,Dendy,,,,216,64,64,0,0,0,0,h,1,,0,,
836C4FA7,Famicom,IREM-NROM-128,IREM-01-V,,0,16,8,0,0,0,0,h,1,,0,,
836FDC60,NesNtsc,,,,159,512,128,0,0,0,1,h,1,,0,,
836FE2C2,NesPal,NES-UNROM,NES-UNROM-09,,2,128,0,8,0,0,0,v,1,,2,,
837167FB,NesNtsc,,,,63,2048,0,8,0,0,0,h,42,,0,,
837A3D8A,NesPal,NES-TLROM,NES-TLROM-03,MMC3B,4,256,128,0,0,0,0,h,1,,0,,
838BF76F,Famicom,,,,2,128,,8,0,0,0,v,,,,,
83B1483F,NesNtsc,,,,215,512,512,0,0,0,0,h,1,,0,,
83C8EDF7,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
83CB743F,Famicom,HVC-SKROM,HVC-SKROM-04,MMC1B2,1,128,128,0,0,8,1,h,1,,0,,
83E68F3F,NesNtsc,,,,5,1024,128,0,0,8,1,h,1,,0,,
83EA7B04,Famicom,,,,4,512,0,8,0,8,1,h,1,,0,,
83EAF3B1,Famicom,HVC-SKROM,HVC-SKROM-06,MMC1B2,1,128,128,0,0,8,1,h,33,,0,,
83FC38F8,NesNtsc,NES-TFROM,NES-TFROM-01,MMC3A,4,128,32,0,0,0,0,h,1,,0,,
84148F73,NesNtsc,NES-SL3ROM,NES-SL3ROM-01,MMC1B2,1,256,128,0,0,0,0,h,1,,0,,
841B69B6,NesNtsc,NES-SNROM,NES-SNROM-05,MMC1B3,1,128,0,8,8,0,0,h,1,,0,,
841DE589,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
842A3FD9,NesPal,NES-CNROM,NES-CNROM-07,,3,32,32,0,0,0,0,h,1,,2,,
8434B263,NesNtsc,,,,3,32,16,0,0,0,0,v,1,,2,,
843634C6,VT09,,,,256,4096,0,0,0,0,0,h,1,,0,,
84382231,Famicom,,,,9,128,128,0,0,0,0,h,1,,0,,
843FA4D8,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
8442B86C,Famicom,,,,87,32,32,,0,0,0,v,,,,,
844F915C,NesNtsc,,,,0,16,8,0,0,0,0,v,1,,0,,
8467322E,NesNtsc,,,,547,640,256,8,8,8,1,h,1,,0,,
846876C7,NesNtsc,,,,0,32,0,8,0,0,0,h,1,,0,,
846C9304,NesNtsc,,,,4,256,256,0,0,8,1,h,1,,0,,
84771B5C,NesNtsc,,,,551,128,128,0,0,8,1,h,1,,0,,
847D672D,NesNtsc,NES-TSROM,NES-TSROM-08,MMC3B,4,128,256,0,8,0,0,h,1,,0,,
848DC2A4,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
848F2D69,Dendy,,,,176,512,128,8,0,32,1,h,1,,0,,
84A5555A,NesNtsc,,,,0,32,0,8,0,0,0,h,1,,0,,
84BE00E9,Famicom,HVC-NROM-128,3A,,0,16,8,0,0,0,0,v,1,,0,,
84C00513,Famicom,,,,0,32,8,,0,0,0,h,,,,,
84C4A12E,NesPal,NES-UNROM,NES-UNROM-08,,2,128,0,8,0,0,0,v,1,,2,,
84C61649,NesNtsc,,,,1,128,128,0,0,8,1,h,1,,0,,
84D0E294,Famicom,,,,0,32,8,,0,0,0,h,,,,,
84D127B1,NesNtsc,,,,176,256,256,0,0,0,0,h,1,,0,,
84D59A58,Dendy,,,,0,32,8,0,8,0,0,v,38,,0,,
84F7FC31,NesPal,NES-SLROM,NES-SLROM-06,MMC1B3,1,128,128,0,0,0,0,h,1,,0,,
84FEF8F5,NesNtsc,,,,0,16,8,0,0,0,0,v,15,,0,,
850090BC,Famicom,HVC-SKROM,HVC-SKROM-03,MMC1B2,1,128,128,0,0,8,1,h,1,,0,,
850B12C2,NesNtsc,,,,91,512,1024,0,0,0,0,v,1,,0,,
851CEA10,NesNtsc,,,,0,32,0,8,0,0,0,v,2,,0,,
851EB9BE,NesNtsc,NES-CNROM,NES-CN-ROM-256-05,,3,32,32,0,0,0,0,v,8,,2,,
852BDB36,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
852CE16B,Dendy,,,,176,256,256,0,0,32,1,h,1,,0,,
8531C166,Famicom,,,,1,128,128,0,0,0,0,h,1,,0,,
85323FD6,NesNtsc,AVE-NINA-03,NINA-03 REV. A,,79,32,32,0,0,0,0,v,1,,0,,
8539196C,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
853FEEA4,NesPal,NES-TEROM,NES-TEROM-03,MMC3B,4,32,32,0,0,0,0,h,1,,0,,
854F12DE,NesNtsc,,,,313,1024,512,0,0,0,0,h,1,,1,,
8550ADE9,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
8562DFC1,NesNtsc,,,,0,32,0,8,0,0,0,h,1,,0,,
856A03C5,NesNtsc,,,,319,128,64,0,0,0,0,h,1,,0,,
856E7600,Famicom,HVC-SLROM,HVC-SLROM-02,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
85714D60,NesNtsc,,,,0,16,0,8,0,0,0,v,1,,0,,
857381F0,Famicom,,,,4,512,,8,0,8,1,,,,,,
8575A0CB,Famicom,HVC-NROM-256,HVC-NROM-256K-02,,0,32,8,0,0,0,0,v,1,,0,,
8589652D,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
8593E5AD,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
8599D7A1,Famicom,,,,198,640,,8,1,8,1,,,,,,
859C65E1,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
85A6C0D5,NesNtsc,NES-SLROM,NES-SLROM-04,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
85B0336F,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
85B6ADEF,NesNtsc,,,,30,512,0,32,0,0,1,v,1,,0,,
85BC0777,Famicom,HVC-TNROM,HVC-TNROM-02,MMC3B,4,512,0,8,0,8,1,h,1,,0,,
85BFFFEF,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
85C5953F,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
85D02CD4,NesNtsc,,,,4,128,128,0,8,0,0,h,1,,0,,
85D79AB2,Famicom,,,,0,32,8,,0,0,0,v,,,,,
85DA9C47,NesNtsc,,,,4,16,8,0,0,0,0,h,1,,0,,
85E0090B,Famicom,HVC-TLROM,HVC-TLROM-04,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
85EAF30A,NesNtsc,,,,45,512,512,0,0,0,0,h,1,,0,,
85F12D37,Famicom,HVC-SNROM,HVC-SNROM-09,MMC1B2,1,256,0,8,0,8,1,h,1,,0,,
85FA53E1,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
86083FBC,NesNtsc,NTDEC-N715062,N715062,,3,32,32,0,0,0,0,v,1,,2,,
8608B73F,NesNtsc,,,,0,16,8,0,0,0,0,h,1,,0,,
860D29DF,NesPal,,,,1,256,8,0,0,0,0,h,1,,0,,
860DD08F,NesNtsc,,,,1,128,128,0,0,0,0,h,1,,0,,
863FDEB8,Playchoice,,,,4,256,128,0,0,0,0,h,1,,0,,
8650BE49,NesPal,,,,4,128,128,0,8,0,0,h,1,,0,,
8659EDD3,NesNtsc,,,,111,64,0,32,0,0,0,4,2,,0,,
865F2A44,NesNtsc,,,,4,32,8,0,0,0,0,h,1,,0,,
8660371D,Famicom,,,,0,16,8,,0,0,0,h,,,,,
86670C93,NesNtsc,NES-NROM-256,NES-NROM-256-02,,0,32,8,0,0,0,0,v,1,,0,,
866F145C,VsSystem,NES-DRROM,,,206,128,64,,0,0,0,4,,,,2,4
86759C0F,Famicom,,,,1,256,0,8,0,0,0,h,1,,0,,
86867830,NesPal,NES-CNROM,NES-CNROM-08,,3,32,32,0,0,0,0,v,1,,2,,
869501CA,Famicom,HVC-SNROM,HVC-SNROM-09,MMC1B2,1,256,0,8,0,8,1,h,1,,0,,
86964EDD,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
86974CCC,NesNtsc,COLORDREAMS-74*377,BC6,,11,128,128,0,0,0,0,v,1,,0,,
869BCAF2,Famicom,,,,2,128,,8,0,0,0,v,,,,,
86A66A8D,NesNtsc,,,,45,2048,2048,0,0,0,0,h,42,,0,,
86A8DA8B,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
86ACB36B,Famicom,HVC-CNROM,HVC-CNROM-256K-01,,3,32,16,0,0,0,0,v,1,,2,,
86AFBF17,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
86B0D1CF,NesNtsc,NES-SGROM,NES-SGROM-04,MMC1B2,1,256,0,8,0,0,0,h,1,,0,,
86B206B1,Famicom,,,,156,128,128,0,8,0,0,v,1,,0,,
86BE4746,NesNtsc,,,,2,256,0,8,0,0,0,v,1,,1,,
86C495C6,NesPal,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
86CEFC12,Famicom,KONAMI-NROM-128,450068A,,0,16,8,0,0,0,0,h,1,,0,,
86DBA660,NesNtsc,,,,355,32,0,8,0,0,0,v,1,,0,,
86E02D65,NesPal,NES-TBROM,NES-TBROM-01,MMC3B,4,64,64,0,0,0,0,h,1,,0,,
872DE7A2,NesPal,NES-TLROM,NES-TLROM-03,MMC3C,4,256,256,0,0,0,0,h,1,,0,,
8744ABC4,NesNtsc,,,,282,512,512,0,0,0,0,h,1,,0,,
8752DCCB,Famicom,,,,3,32,32,0,0,0,0,h,1,,2,,
876E69E5,NesNtsc,,,,377,1024,1024,0,0,0,0,h,42,,0,,
87AD7A40,NesNtsc,,,,45,1024,1024,0,0,0,0,h,42,,1,,
87CE3F34,Famicom,,,,4,256,128,0,0,8,1,h,1,,0,,
87D7CAF0,Famicom,HVC-CNROM,9011-N02,,185,32,8,0,0,0,0,h,1,,6,,
87DA4BD0,Famicom,HVC-CNROM+SECURITY,HVC-CNROM-256K-01,,185,32,8,0,0,0,0,v,1,,6,,
87EA86FD,Dendy,,,,4,256,256,0,0,8,1,h,1,,0,,
87F09C20,Dendy,,,,165,512,128,4,0,8,1,h,1,,0,,
87F4FA66,NesNtsc,,,,4,256,256,0,0,8,1,h,1,,0,,
88053D25,Famicom,HVC-CNROM,CN-04B,,3,32,32,0,0,0,0,v,1,,2,,
88062D9A,Famicom,,,,4,128,128,0,0,0,0,h,1,,0,,
882E1901,NesNtsc,AVE-MB-91,MB-91«A»,,79,32,32,0,0,0,0,v,1,,0,,
88338ED5,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
883454EA,Famicom,JALECO-JF-08,JF-08,,87,32,16,0,0,0,0,v,1,,0,,
886B5BD3,Famicom,,,,3,32,32,,0,0,0,v,,,,,
8887060A,NesNtsc,,,,43,80,8,0,0,0,0,v,1,,0,,
8889C564,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,256,0,0,0,0,h,1,,0,,
889129CB,NesNtsc,NES-HKROM,NES-HKROM-01,MMC6B,4,256,256,0,0,1,1,h,1,,1,,
8897A8F1,NesPal,NES-UNROM,NES-UN-ROM-07,,2,128,0,8,0,0,0,v,1,,2,,
889A02A9,VsSystem,,,,99,32,16,0,2,0,0,4,5,,0,0,3
88A6B192,NesNtsc,AVE-NINA-03,NINA-03 REV. A,,79,32,32,0,0,0,0,h,1,,0,,
88C30FDA,NesNtsc,NES-TSROM,NES-TSROM-08,MMC3C,4,128,128,0,8,0,0,h,1,,0,,
88C94739,NesNtsc,,,,133,32,32,0,0,0,0,v,1,,0,,
88CB68A7,Dendy,,,,164,1024,0,8,0,8,1,h,1,,0,,
88E0C48C,NesNtsc,,,,176,2048,512,8,0,0,0,h,1,,0,,
88E1A5F4,NesNtsc,NES-SLROM,NES-SLROM-05,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
8904149E,NesPal,NES-AOROM,NES-AOROM-03,,7,256,0,8,0,0,0,h,1,,2,,
891B3FFC,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
892434DD,NesNtsc,CAMERICA-BF9093,BIC-43,BF9093,71,256,0,8,0,0,0,v,1,,0,,
8927FD4C,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
892CBBC2,Famicom,HVC-CNROM+SECURITY,HVC-CNROM-256K-01,,185,32,8,0,0,0,0,v,1,,6,,
8947AB85,Dendy,,,,176,512,256,8,0,32,1,h,1,,0,,
894EFDBC,Famicom,,,,157,256,0,8,0,0,0,h,1,,0,,
895037BC,Famicom,HVC-FAMILYBASIC,FB-N-128-02,,0,32,8,0,0,2,1,v,35,,0,,
89550500,Famicom,,,,0,32,8,0,0,0,0,v,1,,0,,
89567668,Famicom,HVC-SEROM,SE-01A,MMC1B2,1,32,32,0,0,0,0,h,1,,5,,
895821C5,NesNtsc,,,,1,128,112,0,0,8,1,h,1,,0,,
8980D0E8,Dendy,,,,176,1024,0,8,0,8,1,h,1,,1,,
89821E2B,NesPal,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
898E4232,NesPal,NES-ANROM,NES-ANROM-02,,7,128,0,8,0,0,0,h,1,,1,,
899213DC,NesNtsc,,,,4,128,128,0,8,0,0,h,1,,0,,
89984244,NesPal,NES-AOROM,NES-AOROM-03,,7,256,0,8,0,0,0,h,1,,2,,
89A45446,NesPal,NES-TSROM,NES-TSROM-08,MMC3C,4,128,128,0,8,0,0,h,1,,0,,
89B56859,VsSystem,,,,206,128,32,,0,0,0,h,,,,,
89B5CC78,VT03,,,,256,32,0,0,0,0,0,h,1,,0,,
89D42098,Famicom,NAMCOT-3305,3305,,0,32,8,0,0,0,0,v,1,,0,,
89E085FE,Famicom,HVC-SNROM,HVC-SNROM-07,MMC1A,1,256,0,8,0,8,1,h,1,,0,,
89E6C1F1,NesNtsc,,,,3,32,16,0,0,0,0,v,1,,2,,
89EC53C8,NesPal,,,,2,128,0,8,0,0,0,v,1,,2,,
89F4ACD1,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
8A02A8FD,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
8A043CD6,NesNtsc,NES-TLROM,NES-TLROM-02,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
8A0C7337,NesPal,NES-NROM-128,NES-NROM-128-01,,0,16,8,0,0,0,0,v,32,,0,,
8A12A7D9,Famicom,BANDAI-CNROM,BA-タケシジヨウ,,3,32,32,0,0,0,0,v,14,,2,,
8A2BA796,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
8A368744,Famicom,HVC-UNROM,HVC-UNROM-03,,2,128,0,8,0,0,0,v,1,,2,,
8A36D2B7,Famicom,HVC-SLROM,HVC-SLROM-03,MMC1A,1,128,128,0,0,0,0,h,1,,0,,
8A38AE20,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
8A57208E,NesNtsc,,,,0,32,8,0,0,0,0,h,1,,0,,
8A5BC0D3,Famicom,HVC-TBROM,HVC-TBROM-01,MMC3B,4,64,64,0,0,0,0,h,1,,0,,
8A640AEF,NesNtsc,NES-TL1ROM,NES-TL1ROM-01,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
8A65E57C,NesPal,NES-TLROM,NES-TLROM-03,MMC3C,4,128,128,0,0,0,0,h,1,,0,,
8A7D0ABE,Famicom,TAITO-TC0190FMC,AKIRA-A,TC0190FMC,33,128,256,0,0,0,0,h,1,,0,,
8A7D9467,NesNtsc,,,,0,16,8,0,0,0,0,v,8,,0,,
8A8F51A5,Dendy,,,,178,512,0,8,0,8,1,h,1,,0,,
8A94B57F,NesNtsc,,,,2,128,0,8,0,0,0,v,1,,2,,
8A96E00D,Famicom,KONAMI-VRC-2,350926,VRC2,23,128,128,0,0,0,0,h,1,,3,,
8AB52A24,NesNtsc,KONAMI-UNROM,351258,,2,128,0,8,0,0,0,v,1,,2,,
8AD0F417,NesNtsc,,,,4,256,128,0,8,0,0,h,1,,0,,
8ADA3497,NesNtsc,NES-SLROM,NES-SLROM-05,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
8AEF5B7B,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
8AF25130,Famicom,NAMCOT-3401,3401,109,206,32,32,0,0,0,0,h,1,,0,,
8AFA82C8,NesNtsc,,,,3,32,32,0,0,0,0,v,1,,2,,
8B03F74D,Famicom,KONAMI-VRC-4,352398,VRC4,21,256,128,0,0,0,0,h,1,,1,,
8B241428,NesNtsc,,,,0,16,0,8,0,0,0,v,1,,0,,
8B2694BD,NesPal,,,,1,128,128,0,0,0,0,h,1,,0,,
8B3654CB,NesNtsc,,,,4,256,128,0,8,0,0,h,1,,0,,
8B41D49C,Dendy,,,,164,1024,0,8,0,8,1,h,1,,0,,
8B4A2866,Famicom,HVC-CNROM,HVC-CNROM-256K-01,,3,32,32,0,0,0,0,v,1,,2,,
8B4D2443,NesPal,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
8B605124,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
8B692CBF,NesNtsc,,,,103,128,0,8,16,0,0,h,1,,0,,
8B7D3C75,NesPal,NES-SEROM,NES-SEROM-04,MMC1B2,1,32,32,0,0,0,0,h,1,,5,,
8B7D802A,NesNtsc,,,,30,512,0,32,0,0,1,v,1,,0,,
8B7DA8B8,NesNtsc,,,,1,32,16,0,0,8,1,h,8,,0,,
8B7EE49B,Dendy,,,,252,256,128,2,0,8,1,h,1,,0,,
8B837EFF,Dendy,,,,4,256,256,0,0,0,0,h,1,,0,,
8B8E405A,Famicom,,,,3,32,32,,0,0,0,v,,,,,
8B9CB8F2,Famicom,,,,3,32,32,0,0,0,0,v,1,,2,,
8B9D3E9C,NesNtsc,NES-SGROM,NES-SGROM-02,MMC1A,1,128,0,8,0,0,0,h,1,,0,,
8BA75848,Famicom,HVC-NROM-128,HVC-NROM-03,,0,16,8,0,0,0,0,v,1,,0,,
8BAA5FF2,Famicom,KONAMI-NROM-128,450067A,,0,16,8,0,0,0,0,h,1,,0,,
8BAEEDC0,NesNtsc,BMC-FK23C,,,176,1024,1024,0,0,0,0,h,1,,1,,
8BB76C06,NesNtsc,,,,0,32,0,8,0,0,0,h,1,,0,,
8BB93AF8,NesNtsc,,,,1,64,8,0,8,0,0,h,1,,0,,
8BBDFB16,NesNtsc,,,,1,32,16,0,0,8,1,h,1,,0,,
8BC43536,NesNtsc,,,,0,16,0,8,0,0,0,h,1,,0,,
8BC588CB,Playchoice,,,,4,128,128,0,8,0,0,h,1,,0,,
8BCA5146,NesNtsc,NES-SGROM,NES-SGROM-04,MMC1B3,1,256,0,8,0,0,0,h,1,,0,,
8BCB0993,Famicom,HVC-TKROM,HVC-TKROM-02,MMC3B,4,256,128,0,0,8,1,h,1,,0,,
8BCDE59A,Famicom,HVC-UNROM,HVC-UNROM-03,,2,128,0,8,0,0,0,v,1,,2,,
8BD7FDF3,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
8BDD3D93,NesPal,,,,4,128,256,0,0,0,0,h,1,,0,,
8BE0E412,NesNtsc,,,,63,1024,0,8,0,0,0,h,42,,0,,
8BF29CB6,NesNtsc,NES-SLROM,NES-SLROM-06,MMC1B2,1,128,128,0,0,0,0,h,1,,0,,
8C0B332C,NesNtsc,,,,1,512,0,8,0,0,0,h,1,,0,,
8C0C2DF5,VsSystem,,,,2,128,0,8,2,0,0,4,4,,2,0,11
8C1E60A7,NesNtsc,,,,547,640,128,8,8,8,1,h,1,,0,,
8C23DBC4,Famicom,,,,3,32,32,,0,0,0,v,,,,,
8C252AC4,NesPal,NES-TLROM,NES-TLROM-03,MMC3B,4,128,128,0,0,0,0,h,1,,0,,
8C38315B,NesNtsc,,,,319,128,64,0,0,0,0,h,42,,0,,
8C4D59D6,Famicom,HVC-SKROM,HVC-SKROM-06,MMC1B3,1,128,128,0,0,8,1,h,33,,0,,
8C5A784E,NesNtsc,NES-SNROM,NES-SNROM-05,MMC1B2,1,256,0,8,0,8,1,h,1,,0,,
8C5FFBBD,Famicom,,,,45,512,512,0,0,0,0,h,1,,0,,
8C60CECF,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
8C6631C8,Famicom,,,,0,16,8,,0,0,0,v,,,,,
8C6F33EC,VT03,,,,256,32,0,0,0,0,0,h,1,,0,,
8C73A47B,Dendy,,,,163,2048,0,8,0,8,1,v,1,,0,,
8C88536F,NesPal,NES-TLROM,NES-TLROM-03,MMC3C,4,128,256,0,0,0,0,h,1,,0,,
8C8DEDB6,NesNtsc,NES-TLROM,NES-TLROM-03,MMC3B,4,128,256,0,0,0,0,h,1,,0,,
8C95A69F,Dendy,,,,268,512,0,8,0,8,1,h,1,,0,,
8CA72D80,Famicom,TAITO-X1-017,J9100231A,X1-017,82,128,256,0,0,8,1,h,1,,0,,
8CAAFF73,Dendy,,,,176,1024,0,8,0,32,1,h,1,,0,,
8CACCA85,NesNtsc,,,,4,128,128,0,0,0,0,h,1,,0,,
8CB6D32C,NesNtsc,BMC-FK23C,,,176,512,512,0,0,0,0,h,1,,0,,
8CDE7CB9,NesNtsc,,,,283,320,0,8,0,0,0,v,1,,0,,
8CE01E14,Famicom,,,,163,2048,,8,0,8,1,v,,,,,
8CE478DB,NesNtsc,NES-ETROM,NES-ETROM-01,MMC5,5,256,128,0,8,8,1,h,1,,0,,
8CEB23F7,Dendy,,,,4,256,256,0,0,0,0,h,1,,0,,
8D013C94,NesNtsc,,,,0,32,8,0,0,0,0,v,1,,0,,
